127.0.0.1 - - [16/Apr/2023:00:50:35 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:41:59 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7666
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:42:00 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7666
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:42:00 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7666
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:42:01 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7666
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:42:02 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7666
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:42:03 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7666
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:42:04 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7666
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:42:05 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7859
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:46:19 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7859
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:46:25 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7852
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:05 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7852
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:08 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7852
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:09 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7852
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:11 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7852
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:12 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7852
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:13 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7852
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:14 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:24 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:25 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:26 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:47:27 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:04 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:07 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:09 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:10 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:11 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:12 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:12 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7864
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:51:14 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 8061
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:53:15 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 8061
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:53:17 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 8061
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:53:18 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 8061
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:53:20 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:00 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:02 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:03 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:04 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:05 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:06 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:07 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:08 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7872
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:54:09 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:05 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:08 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:09 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:11 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:32 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:34 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:36 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:37 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:38 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:39 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:40 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:41 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7874
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:55:42 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:17 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:20 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:21 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:21 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:22 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:23 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:24 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:25 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:56:26 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:57:08 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:57:12 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:57:15 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:41 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:43 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:44 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:45 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:46 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:47 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:48 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:49 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 7903
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 32402
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/JiSlider.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/jquery-2.2.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/jquery.waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/ziehharmonika.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/jquery.countup.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/move-top.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/easing.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/jarallax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/SmoothScroll.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/g5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/about.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/g6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/g7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/g9.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/banner1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/banner3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/js/jquery.flexslider.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:50 +0530] "GET /Khajina_Doctor/images/arrow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:51 +0530] "GET /Khajina_Doctor/images/slid1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:51 +0530] "GET /Khajina_Doctor/images/slid2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:01:59:51 +0530] "GET /Khajina_Doctor/images/slid3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:00:57 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 32402
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:01:01 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 32402
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:01:08 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31003
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:01:58 +0530] "GET /Khajina_Doctor/css/bootstrap.css.map HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:02:57 +0530] "GET /Khajina_Doctor/css/bootstrap.css.map HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:02 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31003
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:02 +0530] "GET /Khajina_Doctor/css/style.css HTTP/1.1" 200 83737
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:02 +0530] "GET /Khajina_Doctor/css/services.css HTTP/1.1" 200 2914
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:02 +0530] "GET /Khajina_Doctor/css/bootstrap.css HTTP/1.1" 200 141622
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:02 +0530] "GET /Khajina_Doctor/css/flexslider.css HTTP/1.1" 200 3961
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:02 +0530] "GET /Khajina_Doctor/js/jquery-2.2.3.min.js HTTP/1.1" 200 85659
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:02 +0530] "GET /Khajina_Doctor/css/ziehharmonika.css HTTP/1.1" 200 1839
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/css/font-awesome.css HTTP/1.1" 200 35128
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/JiSlider.js HTTP/1.1" 200 5554
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/ziehharmonika.js HTTP/1.1" 200 2684
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/jquery.countup.js HTTP/1.1" 200 2936
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/jquery.waypoints.min.js HTTP/1.1" 200 8833
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/css/JiSlider.css HTTP/1.1" 200 5003
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/easing.js HTTP/1.1" 200 4759
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/SmoothScroll.min.js HTTP/1.1" 200 13797
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/bootstrap.js HTTP/1.1" 200 67546
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g3.jpg HTTP/1.1" 200 25334
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g1.jpg HTTP/1.1" 200 36320
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g4.jpg HTTP/1.1" 200 55813
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g6.jpg HTTP/1.1" 200 29305
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g5.jpg HTTP/1.1" 200 49850
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g7.jpg HTTP/1.1" 200 37256
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/move-top.js HTTP/1.1" 200 1330
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/jarallax.js HTTP/1.1" 200 14718
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g2.jpg HTTP/1.1" 200 57064
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/g9.jpg HTTP/1.1" 200 33505
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/js/jquery.flexslider.js HTTP/1.1" 200 41100
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/banner1.jpg HTTP/1.1" 200 119030
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/banner.jpg HTTP/1.1" 200 127205
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/banner3.jpg HTTP/1.1" 200 103131
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/images/arrow.png HTTP/1.1" 200 452
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:03 +0530] "GET /Khajina_Doctor/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:04 +0530] "GET /Khajina_Doctor/images/slid1.jpg HTTP/1.1" 200 48879
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:04 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:04 +0530] "GET /Khajina_Doctor/images/slid3.jpg HTTP/1.1" 200 54938
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:04 +0530] "GET /Khajina_Doctor/images/slid2.jpg HTTP/1.1" 200 34227
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:05:12 +0530] "GET /Khajina_Doctor/css/bootstrap.css.map HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:06:19 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31003
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:06:28 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31024
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:12:44 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31024
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:16:59 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31024
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:17:03 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31024
0:0:0:0:0:0:0:1 - - [16/Apr/2023:02:17:06 +0530] "GET /Khajina_Doctor/Department-home.jsp HTTP/1.1" 200 31042
